stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
900000110004,S Landsberger Allee (Berlin),52.528772,13.455944,1,
900000110011,S Bornholmer Str. (Berlin),52.554754,13.397840,1,
900000110012,S Storkower Str. (Berlin),52.524195,13.464884,1,
900000120001,S+U Frankfurter Allee (Berlin),52.513613,13.475300,1,
900000120003,S Ostkreuz Bhf (Berlin),52.502851,13.469093,1,
900000120004,S+U Warschauer Str. (Berlin),52.505889,13.448721,1,
900000120005,S Ostbahnhof (Berlin),52.510001,13.435747,1,
900000130001,S Pankow-Heinersdorf (Berlin),52.577603,13.429090,1,
900000130002,S+U Pankow (Berlin),52.567281,13.412279,1,
900000130003,S Wollankstr. (Berlin),52.564974,13.393150,1,
900000135001,S Buch (Berlin),52.636614,13.492452,1,
900000142001,S Blankenburg (Berlin),52.591069,13.442972,1,
900000143001,S Karow Bhf (Berlin),52.615755,13.470081,1,
900000151001,S Wartenberg (Berlin),52.573266,13.504238,1,
900000152001,S Hohenschönhausen Bhf (Berlin),52.566549,13.513698,1,
900000152002,S Gehrenseestr. (Berlin),52.555736,13.525653,1,
900000160001,S Rummelsburg (Berlin),52.501213,13.478699,1,
900000160002,S Betriebsbahnhof Rummelsburg (Berlin),52.493957,13.497509,1,
900000160003,S Nöldnerplatz (Berlin),52.503444,13.484297,1,
900000160004,S+U Lichtenberg Bhf (Berlin),52.510754,13.498228,1,
900000162001,S Karlshorst Bhf (Berlin),52.481038,13.525981,1,
900000170001,S Marzahn (Berlin),52.543272,13.541524,1,
900000170002,S Raoul-Wallenberg-Str. (Berlin),52.550749,13.548392,1,
900000170003,S Mehrower Allee (Berlin),52.557816,13.554392,1,
900000170004,S Ahrensfelde Bhf (Berlin),52.571564,13.566118,1,
900000170005,S Poelchaustr. (Berlin),52.534751,13.536008,1,
900000171001,S Biesdorf (Berlin),52.513059,13.555035,1,
900000171002,S Friedrichsfelde Ost (Berlin),52.513747,13.520043,1,
900000171003,S Springpfuhl (Berlin),52.525806,13.536904,1,
900000175001,S+U Wuhletal (Berlin),52.512724,13.574536,1,
900000175002,S Kaulsdorf (Berlin),52.512122,13.589030,1,
900000176001,S Mahlsdorf (Berlin),52.512118,13.611230,1,
900000180001,S Köpenick (Berlin),52.458692,13.579543,1,
900000180002,S Wuhlheide (Berlin),52.469058,13.553527,1,
900000180003,S Spindlersfeld (Berlin),52.445938,13.562701,1,
900000182001,S Hirschgarten (Berlin),52.457903,13.601480,1,
900000182002,S Friedrichshagen (Berlin),52.457090,13.625462,1,
900000183001,S Rahnsdorf (Berlin),52.451371,13.691655,1,
900000183002,S Wilhelmshagen (Berlin),52.438571,13.721004,1,
900000186001,S Grünau (Berlin),52.412714,13.574018,1,
900000190001,S Treptower Park (Berlin),52.493022,13.460887,1,
900000191001,S Baumschulenweg (Berlin),52.467581,13.489505,1,
900000191002,S Plänterwald (Berlin),52.478722,13.474029,1,
900000192001,S Schöneweide Bhf (Berlin),52.454611,13.510149,1,
900000192002,S Oberspree (Berlin),52.452269,13.538461,1,
900000193001,S Betriebsbahnhof Schöneweide (Berlin),52.446695,13.524028,1,
900000193002,S Adlershof (Berlin),52.435102,13.540553,1,
900000195510,S Altglienicke (Berlin),52.407791,13.559602,1,
900000196001,S Grünbergallee (Berlin),52.399539,13.543222,1,
900000200000,S Hennigsdorf Bhf,52.637866,13.205875,1,
900000200005,S Oranienburg Bhf,52.754362,13.248432,1,
900000200006,S Lehnitz,52.741273,13.263191,1,
900000200007,S Borgsdorf,52.714491,13.276771,1,
900000200008,S Birkenwerder Bhf,52.687871,13.288417,1,
900000200009,S Hohen Neuendorf,52.669434,13.287224,1,
900000200011,S Bergfelde,52.669695,13.321455,1,
900000200012,S Schönfließ,52.664710,13.338880,1,
900000200013,S Mühlenbeck-Mönchmühle,52.654076,13.388224,1,
900000220114,S Teltow Stadt,52.397147,13.275975,1,
900000230000,S Babelsberg,52.391372,13.094623,1,
900000230003,S Griebnitzsee Bhf,52.393988,13.128917,1,
900000230999,S Potsdam Hauptbahnhof,52.390931,13.067157,1,
900000245027,S Blankenfelde (TF) Bhf,52.337628,13.415908,1,
900000245028,S Mahlow,52.360164,13.408775,1,
900000260001,S Königs Wusterhausen Bhf,52.296921,13.630568,1,
900000260002,S Wildau,52.319205,13.633587,1,
900000260003,S Zeuthen,52.349441,13.626366,1,
900000260004,S Eichwalde,52.372085,13.614966,1,
900000260005,S Flughafen Berlin-Schönefeld Bhf,52.390792,13.513522,1,
900000310004,S Erkner Bhf,52.428396,13.752249,1,
900000320001,S Strausberg Nord,52.590700,13.908894,1,
900000320002,S Strausberg Stadt,52.577450,13.888254,1,
900000320003,S Hegermühle,52.549039,13.866790,1,
900000320004,S Strausberg Bhf,52.532364,13.834793,1,
900000320005,S Petershagen Nord,52.529185,13.790627,1,
900000320006,S Fredersdorf,52.526461,13.761324,1,
900000320007,S Neuenhagen,52.520674,13.699994,1,
900000320008,S Hoppegarten,52.518141,13.673889,1,
900000320026,S Birkenstein,52.515755,13.648591,1,
900000350160,S Bernau Bhf,52.676233,13.593034,1,
900000350161,S Bernau-Friedenstal,52.668369,13.564597,1,
900000350162,S Röntgental,52.649062,13.514302,1,
900000350163,S Zepernick,52.659218,13.533143,1,
